index	genome	identifier	file	clip	scale	sum_stat	description
30	0	ENCFF015IAT	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKI/summary/coverage.w5	32	2	mean	DNASE:CWRU1 male
31	0	ENCFF565AEK	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKJ/summary/coverage.w5	32	2	mean	DNASE:iPS-NIHi11 male adult (71 year) originated from AG20443
32	0	ENCFF637TYS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKK/summary/coverage.w5	32	2	mean	DNASE:iPS-NIHi7 female adult (85 years) originated from AG08395
33	0	ENCFF899YDP	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKN/summary/coverage.w5	32	2	mean	DNASE:K562 treated with 1 uM vorinostat for 72 hours
34	0	ENCFF515UNC	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKP/summary/coverage.w5	32	2	mean	DNASE:K562 G2 phase
35	0	ENCFF708UIS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKQ/summary/coverage.w5	32	2	mean	DNASE:K562 G1 phase
36	0	ENCFF809IIW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKT/summary/coverage.w5	32	2	mean	DNASE:LNCaP clone FGC
37	0	ENCFF009NEA	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKU/summary/coverage.w5	32	2	mean	DNASE:LNCaP clone FGC treated with 1 nM 17B-hydroxy-17-methylestra-4,9,11-trien-3-one for 12 hours
38	0	ENCFF382YNA	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EKZ/summary/coverage.w5	32	2	mean	DNASE:MCF-7 originated from MCF-7
39	0	ENCFF585BKY	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELA/summary/coverage.w5	32	2	mean	DNASE:medulloblastoma
40	0	ENCFF863UGY	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELD/summary/coverage.w5	32	2	mean	DNASE:epidermal melanocyte
41	0	ENCFF678LXL	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELE/summary/coverage.w5	32	2	mean	DNASE:CD14-positive monocyte female
42	0	ENCFF690MIA	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELH/summary/coverage.w5	32	2	mean	DNASE:keratinocyte female
43	0	ENCFF300IKA	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELJ/summary/coverage.w5	32	2	mean	DNASE:osteoblast
44	0	ENCFF927VUO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELO/summary/coverage.w5	32	2	mean	DNASE:psoas muscle male adult (27 years) and male adult (35 years)
45	0	ENCFF613XPC	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELS/summary/coverage.w5	32	2	mean	DNASE:T47D treated with 10 nM 17B-estradiol for 30 minutes
46	0	ENCFF300QLZ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELV/summary/coverage.w5	32	2	mean	DNASE:urothelium cell line
47	0	ENCFF688CJL	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELW/summary/coverage.w5	32	2	mean	DNASE:A549
48	0	ENCFF802ZBQ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELX/summary/coverage.w5	32	2	mean	DNASE:AG04449
49	0	ENCFF882YMD	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELY/summary/coverage.w5	32	2	mean	DNASE:AG04450
50	0	ENCFF160AIM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ELZ/summary/coverage.w5	32	2	mean	DNASE:AG09309
51	0	ENCFF294KLB	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMA/summary/coverage.w5	32	2	mean	DNASE:AG09319
52	0	ENCFF211SDO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMB/summary/coverage.w5	32	2	mean	DNASE:AG10803
53	0	ENCFF869ECL	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMC/summary/coverage.w5	32	2	mean	DNASE:fibroblast of the aortic adventitia female
54	0	ENCFF695WLT	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMD/summary/coverage.w5	32	2	mean	DNASE:BE2C
55	0	ENCFF107IJY	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EME/summary/coverage.w5	32	2	mean	DNASE:BJ
56	0	ENCFF132EIR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMF/summary/coverage.w5	32	2	mean	DNASE:HS-27A
57	0	ENCFF964WLS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMG/summary/coverage.w5	32	2	mean	DNASE:HS-5
58	0	ENCFF747REW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMH/summary/coverage.w5	32	2	mean	DNASE:stromal cell of bone marrow male
59	0	ENCFF085OHV	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMI/summary/coverage.w5	32	2	mean	DNASE:Caco-2
60	0	ENCFF801IWM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMJ/summary/coverage.w5	32	2	mean	DNASE:B cell female adult (43 years)
61	0	ENCFF274MGW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMK/summary/coverage.w5	32	2	mean	DNASE:hematopoietic multipotent progenitor cell
62	0	ENCFF753ETN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EML/summary/coverage.w5	32	2	mean	DNASE:naive thymus-derived CD4-positive, alpha-beta T cell male adult (26 years)
63	0	ENCFF391HDR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMN/summary/coverage.w5	32	2	mean	DNASE:CMK
64	0	ENCFF171BUA	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMO/summary/coverage.w5	32	2	mean	DNASE:GM04503
65	0	ENCFF602PIH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMP/summary/coverage.w5	32	2	mean	DNASE:GM04504
66	0	ENCFF617HEH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMQ/summary/coverage.w5	32	2	mean	DNASE:GM06990
67	0	ENCFF709TDR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMR/summary/coverage.w5	32	2	mean	DNASE:GM12864
68	0	ENCFF427FEF	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMS/summary/coverage.w5	32	2	mean	DNASE:GM12865
69	0	ENCFF915DFR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMT/summary/coverage.w5	32	2	mean	DNASE:GM12878
70	0	ENCFF131HMO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMU/summary/coverage.w5	32	2	mean	DNASE:H1-hESC
71	0	ENCFF554DWH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMV/summary/coverage.w5	32	2	mean	DNASE:cardiac mesoderm
72	0	ENCFF274NDO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMW/summary/coverage.w5	32	2	mean	DNASE:cardiac mesoderm
73	0	ENCFF501KNP	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMX/summary/coverage.w5	32	2	mean	DNASE:cardiac mesoderm
74	0	ENCFF213FJN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMY/summary/coverage.w5	32	2	mean	DNASE:cardiac mesoderm
75	0	ENCFF696IEW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EMZ/summary/coverage.w5	32	2	mean	DNASE:H7-hESC
76	0	ENCFF499UDS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENA/summary/coverage.w5	32	2	mean	DNASE:astrocyte of the hippocampus
77	0	ENCFF901UBX	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENB/summary/coverage.w5	32	2	mean	DNASE:astrocyte of the spinal cord
78	0	ENCFF382FZE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENC/summary/coverage.w5	32	2	mean	DNASE:astrocyte of the cerebellum
79	0	ENCFF102UQK	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000END/summary/coverage.w5	32	2	mean	DNASE:amniotic epithelial cell
80	0	ENCFF025HHG	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENE/summary/coverage.w5	32	2	mean	DNASE:brain microvascular endothelial cell
81	0	ENCFF353QSZ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENF/summary/coverage.w5	32	2	mean	DNASE:brain pericyte
82	0	ENCFF443IYY	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENG/summary/coverage.w5	32	2	mean	DNASE:smooth muscle cell of the brain vasculature female
83	0	ENCFF049FGZ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENH/summary/coverage.w5	32	2	mean	DNASE:cardiac fibroblast
84	0	ENCFF472TFO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENI/summary/coverage.w5	32	2	mean	DNASE:cardiac fibroblast female
85	0	ENCFF484UXW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENJ/summary/coverage.w5	32	2	mean	DNASE:cardiac muscle cell
86	0	ENCFF923EUB	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENK/summary/coverage.w5	32	2	mean	DNASE:fibroblast of the conjunctiva
87	0	ENCFF021NBR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENL/summary/coverage.w5	32	2	mean	DNASE:choroid plexus epithelial cell
88	0	ENCFF169PCK	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENM/summary/coverage.w5	32	2	mean	DNASE:HCT116
89	0	ENCFF655LKW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENN/summary/coverage.w5	32	2	mean	DNASE:epithelial cell of esophagus
90	0	ENCFF830FDL	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENO/summary/coverage.w5	32	2	mean	DNASE:HeLa-S3 G1b phase
91	0	ENCFF205TKQ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENP/summary/coverage.w5	32	2	mean	DNASE:HepG2
92	0	ENCFF111BCZ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENQ/summary/coverage.w5	32	2	mean	DNASE:foreskin fibroblast male newborn
93	0	ENCFF103JVK	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENR/summary/coverage.w5	32	2	mean	DNASE:HFF-Myc originated from foreskin fibroblast
94	0	ENCFF117RGP	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENS/summary/coverage.w5	32	2	mean	DNASE:fibroblast of gingiva
95	0	ENCFF390MSL	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENT/summary/coverage.w5	32	2	mean	DNASE:iris pigment epithelial cell
96	0	ENCFF634ZUJ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENU/summary/coverage.w5	32	2	mean	DNASE:HL-60
97	0	ENCFF263BZU	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENV/summary/coverage.w5	32	2	mean	DNASE:mammary epithelial cell female
98	0	ENCFF724CMH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENW/summary/coverage.w5	32	2	mean	DNASE:fibroblast of mammary gland female
99	0	ENCFF969NNQ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENX/summary/coverage.w5	32	2	mean	DNASE:dermis blood vessel endothelial cell female adult
100	0	ENCFF250ZZO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENY/summary/coverage.w5	32	2	mean	DNASE:dermis blood vessel endothelial cell female adult
101	0	ENCFF189TQN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000ENZ/summary/coverage.w5	32	2	mean	DNASE:dermis blood vessel endothelial cell male newborn
102	0	ENCFF130RBG	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOA/summary/coverage.w5	32	2	mean	DNASE:dermis microvascular lymphatic vessel endothelial cell female
103	0	ENCFF431JNM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOB/summary/coverage.w5	32	2	mean	DNASE:dermis microvascular lymphatic vessel endothelial cell male
104	0	ENCFF468FOP	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOC/summary/coverage.w5	32	2	mean	DNASE:dermis blood vessel endothelial cell male newborn
105	0	ENCFF010NPI	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOD/summary/coverage.w5	32	2	mean	DNASE:lung microvascular endothelial cell female
106	0	ENCFF999UJH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOE/summary/coverage.w5	32	2	mean	DNASE:lung microvascular endothelial cell female
107	0	ENCFF714QQU	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOF/summary/coverage.w5	32	2	mean	DNASE:non-pigmented ciliary epithelial cell
108	0	ENCFF719ZEX	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOG/summary/coverage.w5	32	2	mean	DNASE:pulmonary artery endothelial cell female
109	0	ENCFF184UHW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOH/summary/coverage.w5	32	2	mean	DNASE:fibroblast of pulmonary artery
110	0	ENCFF519CAJ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOI/summary/coverage.w5	32	2	mean	DNASE:fibroblast of peridontal ligament male
111	0	ENCFF655AEV	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOJ/summary/coverage.w5	32	2	mean	DNASE:fibroblast of lung
112	0	ENCFF457RRO	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOK/summary/coverage.w5	32	2	mean	DNASE:renal cortical epithelial cell
113	0	ENCFF221IPJ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOL/summary/coverage.w5	32	2	mean	DNASE:kidney epithelial cell
114	0	ENCFF656ZYW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOM/summary/coverage.w5	32	2	mean	DNASE:glomerular endothelial cell
115	0	ENCFF634YGE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EON/summary/coverage.w5	32	2	mean	DNASE:retinal pigment epithelial cell
116	0	ENCFF549TYD	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOO/summary/coverage.w5	32	2	mean	DNASE:skeletal muscle myoblast
117	0	ENCFF684FJC	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOP/summary/coverage.w5	32	2	mean	DNASE:myotube originated from skeletal muscle myoblast
118	0	ENCFF752DYE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOQ/summary/coverage.w5	32	2	mean	DNASE:endothelial cell of umbilical vein newborn
119	0	ENCFF652HJH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOR/summary/coverage.w5	32	2	mean	DNASE:fibroblast of villous mesenchyme
120	0	ENCFF916JRN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOS/summary/coverage.w5	32	2	mean	DNASE:Jurkat clone E61
121	0	ENCFF413AHU	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOT/summary/coverage.w5	32	2	mean	DNASE:K562
122	0	ENCFF868NHV	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EOY/summary/coverage.w5	32	2	mean	DNASE:K562
123	0	ENCFF565YDB	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPC/summary/coverage.w5	32	2	mean	DNASE:K562
124	0	ENCFF748YJM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPD/summary/coverage.w5	32	2	mean	DNASE:myocyte originated from LHCN-M2
125	0	ENCFF639MPM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPE/summary/coverage.w5	32	2	mean	DNASE:LHCN-M2
126	0	ENCFF571HTM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPF/summary/coverage.w5	32	2	mean	DNASE:LNCaP clone FGC
127	0	ENCFF250TLK	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPG/summary/coverage.w5	32	2	mean	DNASE:M059J
128	0	ENCFF924FJR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPH/summary/coverage.w5	32	2	mean	DNASE:MCF-7
129	0	ENCFF606KFN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPI/summary/coverage.w5	32	2	mean	DNASE:MCF-7 treated with 100 nM estradiol for 1 hour
130	0	ENCFF411ZPI	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPJ/summary/coverage.w5	32	2	mean	DNASE:MCF-7
131	0	ENCFF659BVQ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPK/summary/coverage.w5	32	2	mean	DNASE:CD14-positive monocyte female
132	0	ENCFF897EZG	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPL/summary/coverage.w5	32	2	mean	DNASE:NB4
133	0	ENCFF320CHE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPM/summary/coverage.w5	32	2	mean	DNASE:astrocyte
134	0	ENCFF940PZT	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPN/summary/coverage.w5	32	2	mean	DNASE:bronchial epithelial cell female treated with retinoic acid
135	0	ENCFF302JEV	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPO/summary/coverage.w5	32	2	mean	DNASE:fibroblast of dermis female adult
136	0	ENCFF861ULS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPP/summary/coverage.w5	32	2	mean	DNASE:foreskin fibroblast male newborn
137	0	ENCFF767YBP	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPQ/summary/coverage.w5	32	2	mean	DNASE:keratinocyte female
138	0	ENCFF330KHN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPR/summary/coverage.w5	32	2	mean	DNASE:fibroblast of lung male adult (45 years)
139	0	ENCFF644NWU	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPS/summary/coverage.w5	32	2	mean	DNASE:NT2/D1
140	0	ENCFF698HGI	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPT/summary/coverage.w5	32	2	mean	DNASE:Panc1
141	0	ENCFF739CBQ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPU/summary/coverage.w5	32	2	mean	DNASE:epithelial cell of prostate
142	0	ENCFF991YWM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPV/summary/coverage.w5	32	2	mean	DNASE:RPMI-7951
143	0	ENCFF499KPZ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPW/summary/coverage.w5	32	2	mean	DNASE:epithelial cell of proximal tubule
144	0	ENCFF827VFY	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPX/summary/coverage.w5	32	2	mean	DNASE:bronchial epithelial cell
145	0	ENCFF440XZH	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPY/summary/coverage.w5	32	2	mean	DNASE:SK-N-MC
146	0	ENCFF851VBR	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EPZ/summary/coverage.w5	32	2	mean	DNASE:SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours
147	0	ENCFF627SBE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQA/summary/coverage.w5	32	2	mean	DNASE:skeletal muscle cell
148	0	ENCFF367ZVE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQB/summary/coverage.w5	32	2	mean	DNASE:T47D
149	0	ENCFF479VHW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQC/summary/coverage.w5	32	2	mean	DNASE:T-helper 1 cell
150	0	ENCFF204BQM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQD/summary/coverage.w5	32	2	mean	DNASE:T-helper 1 cell female adult (26 years)
151	0	ENCFF795TGF	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQE/summary/coverage.w5	32	2	mean	DNASE:T-helper 1 cell male adult (33 years)
152	0	ENCFF566QDG	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQF/summary/coverage.w5	32	2	mean	DNASE:T-helper 17 cell
153	0	ENCFF335KDD	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQG/summary/coverage.w5	32	2	mean	DNASE:T-helper 2 cell
154	0	ENCFF768PJS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQH/summary/coverage.w5	32	2	mean	DNASE:T-helper 2 cell female adult (26 years)
155	0	ENCFF438GIW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQI/summary/coverage.w5	32	2	mean	DNASE:T-helper 2 cell male adult (33 years)
156	0	ENCFF313YWE	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQJ/summary/coverage.w5	32	2	mean	DNASE:regulatory T cell female adult (35 years)
157	0	ENCFF622JVD	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQK/summary/coverage.w5	32	2	mean	DNASE:regulatory T cell male adult (28 years)
158	0	ENCFF369NZI	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQL/summary/coverage.w5	32	2	mean	DNASE:WERI-Rb-1
159	0	ENCFF189ULK	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQM/summary/coverage.w5	32	2	mean	DNASE:WI38 genetically modified using stable transfection originated from WI38 treated with 20 nM afimoxifene for 72 hours
160	0	ENCFF040DSN	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000EQN/summary/coverage.w5	32	2	mean	DNASE:WI38 genetically modified using stable transfection originated from WI38
161	0	ENCFF953AFG	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000FDI/summary/coverage.w5	32	2	mean	DNASE:HT1080
162	0	ENCFF810XTS	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000FEK/summary/coverage.w5	32	2	mean	DNASE:SK-MEL-5
163	0	ENCFF741DDM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000FFJ/summary/coverage.w5	32	2	mean	DNASE:SJCRH30
164	0	ENCFF143RMC	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000FJH/summary/coverage.w5	32	2	mean	DNASE:NCI-H460
165	0	ENCFF989ALW	/home/drk/tillage/datasets/human/dnase/encode/ENCSR000FJL/summary/coverage.w5	32	2	mean	DNASE:SK-N-DZ treated with dimethyl sulfoxide for 72 hours
166	0	ENCFF938XUM	/home/drk/tillage/datasets/human/dnase/encode/ENCSR004SUL/summary/coverage.w5	32	2	mean	DNASE:GM23338 male adult (53 years) originated from GM23248
167	0	ENCFF362UJZ	/home/drk/tillage/datasets/human/dnase/encode/ENCSR006IJP/summary/coverage.w5	32	2	mean	DNASE:lung embryo (112 days)
168	0	ENCFF820SGC	/home/drk/tillage/datasets/human/dnase/encode/ENCSR008SDL/summary/coverage.w5	32	2	mean	DNASE:SK-MEL-5
169	0	ENCFF739XXP	/home/drk/tillage/datasets/human/dnase/encode/ENCSR010ZMK/summary/coverage.w5	32	2	mean	DNASE:muscle of back female embryo (113 days)
170	0	ENCFF694RNX	/home/drk/tillage/datasets/human/dnase/encode/ENCSR014FPY/summary/coverage.w5	32	2	mean	DNASE:iPS DF 4.7 male newborn
